LU,Text
cher," Dieu seul sçait les convultions interieures que soufrirent nos cheres meres, sur=tout ma s‹œu›r Macé qui, estant dans l' office d' econosme, resantèt encorre plus la peine de ces pauvres Jeans. (MORIN,.1621) "
cher," Je me souviens encorre des soins que nos cheres meres preneis de bien partager et egalizer EOS (MORIN,.1643) "
cher," Vers la motier de l' annee 1668, nos cheres meres ecrivirent a nos sœurs de la maison de Laval, qui avois pris la stabilité il y avoit quelques annee, pour avoir des R‹eligieu›ses professe de leur communauté pour nous donner le moyen de participer au mesme bonheur des veux solannels de Religion et prandre la stabilité qu' elles demandois avand mesme de quitter la France pour venir en Canada fonder cette maison, apres en avoir demandé de la maison de La Fleche et de celle de Baugé qui etois encorre dans les veux simples, (MORIN,.1659) "
cher," et quelque desir que sa sœur, notre chere mere Macé, ut d' avoir la d‹ite› sœur Havard qu' elle connessèt et aimèt tandrement, et qui luy anvoyèt tous les ans des presens pour l' y engager encorre davantage, y lui resista toujours pandant cinq ou six annee qu' elle travailla pour cela. (MORIN,.1664) "
cher," Je vous le lesse a mediter, mes cheres sœurs, vous qui liré cesy, (MORIN,.1705) "
cher," et an partirent le landemain apres avoir satisfait leur devotion et randu visite a Monseig‹neu›r d' Angers, dans son palais episcopat, qui les receu avec toutes les marques d' amour et de tandresse q' un bon pere peut donner a ces cheres filles. (MORIN,.1708) "
cher," Cette chere troupe partit d' Angers a cheval pour ce randre incessanment a La Rochelle. (MORIN,.1713) "
cher," Il est evidant que nos cheres sœurs aurois peri dans le navire avec les autres, ce qui nous a fait remercier le Seig‹neu›r mil fois de les avoir inspirés de choisir plutost le navire d' un simple marchant ou elles soufrirent baucoup d' incomoditee et meseize, a cause qu' estant arivee tart toutes les meillieure chambres etois prise et retenue par des personnes qui ne voulurent point les seder, en sorte qu' elles furent contraint de ce mettre dans la chambre ou etoit la pompe du navire, qui est toujours fort puante a cause des aux crupie qui en sortes, ce qui exercèt bien nos cheres sœurs qui n' aveis que ce lieu pour manger et coucher et qui en furent malades presque durant la traverse. (MORIN,.1723) "
cher," Il n' est pas en mon pouvoir d' exprimer la joie et consolation que nous resantimes a l' arivee de ces cheres s‹œu›rs qui nous donnois des marques d' une amitié si tandre et si solide et qui paresseis d' un si grand contantement de ce voir dans une maison si pauvre qu' on n' i avèt que le necesseire pour y vivre et le logement tres pauvre et incommode en tout, ‹et›c. (MORIN,.1731) "
cher," Tout cela etoit consolation pour elles et des sujets de ce rejouir de ce voir dans ce cher peys pour lequel elles avois tant soupiré pour s' i unir a leurs sœurs que l' amour du Seig‹neu›r y avoit enfermé. (MORIN,.1732) "
cher," Mons‹ieu›r Souart, notre confesseur, jugea a propos que nos cheres s‹œu›rs furent visiter nos principaux amis et voir une petite menagerie apellee S‹ain›t Joseph, qui commancèt de nestre, apartenant a notre com‹munau›té, aux champs a demie lieue de chez nous. Ce qu' elle firent le landemain avec plesir en la compagnie de mon d‹it› sieur Souart EOS (MORIN,.1735) "
cher," et ma chere s‹œu›r du Ronceray prit son fardeau sur ces epaules, (MORIN,.1738) "
cher," L' annee du noviciat estant proche de sa fin, nos cheres sœurs aspirantes presantes une requeste en formes a Monseig‹neu›r François de Laval, lors evesque de Kebec, pour le prier de leur acorder la permission de faire leur profession, ce qu' i leur acorda de bon cœur ne pouvand plus resister, (MORIN,.1744) "
cher," et ma chere sœur Le Jumeau, sa compagne de voiage, vouland donner son bien a cette maison, il etoit necesseire de le faire, (MORIN,.1749) "
cher," c' est pourquoy on jugea a propos de faire faire la profession au s‹œu›rs Morin et Denis un jour avand leurs anciennes s‹œu›rs pour cet effet, mais des le matin et a portes fermee, le 27e octobre, pour ne pas faire connestre le secret de notre chere sœur Le Jumeau que les Jeans du monde croyent Religieuse encienne. (MORIN,.1750) "
cher," Le trianal de la mere du Ronceray estant prest d' expirer, nous fumes bien surprise de voir ariver l' obediance de notre tres chere mere pour retourner en son couvand, (MORIN,.1757) "
cher," Ma tres honoree sœur Le Jumeau s' ofrit de retourner en France pour l' acompagner par une amour tandre et estime qu' elle avèt pour cette chere mere qui, de sa part, n' orèt pas voulu y consantir pour ne pas priver notre monastere d' une personne dont le merite et la vertu estoit tout distingué et qui s' i estoit donnee sans reserves. (MORIN,.1769) "
cher," mais N‹otre› S‹eigneur› nous consola par l' arivee de nos cheres sœurs Gallard et Maumousseau que Mons‹ieu›r Macé n‹ou›s envoya de notre monastere de Beaufort a notre secours, qui ont randu bien du service a celles sy par leur ferveur, bonne santé et autres tallans, plus encorre par leur vertu dont je ne diré rien de particulier pour ne pas choquer leur modestie et aussy a cause que j' ay parlé d' elles si devand. (MORIN,.1789) "
cher," Notre chere sœur Maumousseau fut misse depositere aux offices de sep‹tem›bre suivant de l' annee 1695, laquelle pleine de zelle de randre service a toutes ces sœurs et de les loger commodement, de l' agreement des superieurs, fit creuser les fondemens du batiment et en=suitte masonner. (MORIN,.1805) "
cher," On me chargea du soin ‹d›e cet ouvrage a cause que ma chere sœur Maumousseau ne connessant pas encorre bien le peys, elle avèt peine a trouver des materiaux necesseires qu' a des pris fort haut. (MORIN,.1808) "
cher," Cesy vous fait connestre, mes tres cheres sœurs, la grandeur de la confiance de nos premieres meres et la perfecxion de leur obeisance, n' ayant antrepris tant de depance a faire que par recpect au santiment de notre nouvel evesque qui nous aida aussy du sien a la suitte, (MORIN,.1814) "
cher," Soufré, mes cheres s‹œu›rs, que je repare isi la faute que j' é fait de ne vous avoir point parlé, dans son rand, de la reception de notre tres chere s‹œu›r Marie Archambault qui a esté un modelle de vertu dans cette communauté. (MORIN,.1832) "
cher," Une des premieres choses qu' il y fit fut de faire sa visite chez nous et parler a toutes les s‹œu›rs, qui demeura si charmé et edifié des dispositions de graces ou il trouva notre chere s‹œu›r Marie Genevieve Archambault qu' il crut a propos pour la gloire de Dieu et le bien de notre communauté de luy faire faire les veux en calité de s‹œu›r hosp‹italie›re. (MORIN,.1838) "
cher," Je ne cacheré point a mes cheres s‹œu›rs de France que notre communauté d' isi trouva ce changement bien nouveau et n' an fut pas autrement contante pour des reisons que je ne diré pas, ‹et›c. (MORIN,.1844) "
cher," Notre chere sœur en guerit pourtant EOS (MORIN,.1868) "
cher," J' ay veu en cette chere sœur, avec edification, l' abitude des vertus r‹eligieu›ses, dans son transport, ne manquand point d' an faire des actes a toutes les occasions qu' on luy en donnèt, (MORIN,.1878) "
cher," Elle fesèt sans jugement le sacrifice de sa vie et des personnes qui luy estois les plus cheres en ce monde dont la separation luy estoit plus sensible. (MORIN,.1880) "
cher," Ma tres honoree et tres chere sœur de Bresoles a esté baucoup estimee de tous ceux qui l' on‹t› connue a fond, comme ces directeurs spirituels. (MORIN,.1889) "
cher," J' ay veu une lettre du R‹everand› Pere Diet, Jesuitte, homme tres consideré dans la Compagnie pour sa vertu et sa science, qu' il ecrivèt a Madame d' Ailleboust, qui demeurèt chez nous en ce tamps la, ou il parles de cette chere mere en ces termes: Vous estes dont demeurante avec les Hosp‹italie›res de Montreal, (MORIN,.1890) "
cher," Tout ces santimens si justes et acompagné de baucoup de larmes ne change‹rent› point ceux de M‹onsieu›r et de Mad‹a›me de Bresoles qui estois fermes comme des rochers EOS et n' acorderent rien a leur chere fille, et n' acorderent rien a leur chere fille, ce qui l' afligea fort. (MORIN,.1925) "
cher," et luy causeres une tristesse qui paressèt a tout le monde, particulierement a ces parans qui connurent par la que leur chere fille desirèt de tout son cœur de quitter le monde qui luy estèt bien a charge, (MORIN,.1929) "
cher," Je reviens a Blois ou etoit encorre notre chere fugitive qui preparèt toutes chose a son dessain dans un grand silance. (MORIN,.1938) "
cher," Notre chere mere Marie de la Ferre, toujours desireuse de randre gloire a Dieu et servir le prochein p‹ou›r son amour, proposa cette fille inconnue a elle et a toutes ses sœurs, mais d' une si bonne maniere qu' elle atira le cœur de toutes a luy acorder l' antree de leur maison, dans un sy grand desinteressement qu' on aurèt peine a le creire sy on ne le savèt pas avec certitude par de tres bons endrets. (MORIN,.1966) "
cher," Je ne me souvient pas du nom qu' avèt pris notre chere postulante pour ce tenir cachee. (MORIN,.1970) "
cher," Je l' avances d' autant plus asurement que j' ay veu et lu les lettres que plusieurs de nos s‹œu›rs de ce monastere la ont ecrit a celles de celuy si ou on parles de cette chere s‹œu›r comme d' un prodije de mortification, d' humilité, de charité envers les pauvres malades, de ferveur a ce procurer tout ce qu' il i avèt de plus bas et penible dans le couvand, ce qui denottes assé la grandeur de son ame qui n' orèt jamais pu soutenir tant de vertu si elle n' avèt esté solidement unie a son Dieu et de grande oreison, qui est proprement l' arbre qui produit ces fruits. (MORIN,.1972) "
cher," On la mit aussy=tost a l' apotiquererie ou elle travailla extrordinerement, a cause que les sœurs avec qui elle etoit en office antreprirent d' aprandre d' un habille chimique le secret de tirer les esprits, les essances et autres choses les plus dificilles de la pharmatie, a quoy notre chere novice ce porta avec un zelle incomparable. (MORIN,.1974) "
cher," Je retournes a La Fleche dont j' ay sorty insansiblement retrouver notre chere et fervante novice, toujours inconnue et cachee aux ieux des hommes, mais consideree et regardee du Seigneur comme une servante fidelle. (MORIN,.1981) "
cher," Notre chere s‹œu›r inconnue etoit toujours disposee a aider partout a ce qui etoit plus penible et ravallé, (MORIN,.1986) "
cher," Elle s' an defandit de son mieux, redoutant baucoup ces eclaircissement qui l' arascheis de la vie cachee et inconnue au monde qui luy etoit aussy chere que sa propre vie. (MORIN,.1997) "
cher," Aussy le meritèt t-elle bien pour la maniere honneste et genereuse dont elle avoit usé envers cette chere sœur qui en a conservé des santimens de reconnessance tres tandre et une estimé particuliere pour cette premiere maison de notre institut. (MORIN,.2010) "
cher," mais bien loin que cela refroidit son amour pour ce cher peys, il l' aucmantèt au contreire et le desir de s' i sacrifier toute entierre par un retour d' amour pour son divin espoux crucifié, ‹et›c. (MORIN,.2017) "
cher," Nos cheres meres furent baucoup pressee et sollicitee par Monseig‹neu›r l' evesque de Petrée et par les Reverans Pere jesuittes de quitter leur institut pour s' unir a celuy des R‹everan›des meres hosp‹italie›res de S‹ain›t Augustin, establie a Kebec, ou de retourner en France. (MORIN,.2020) "
cher," Elles y ariverent peu de jour avand la Toussaints, a la grande joie de leur cœur de ce voir dans ce cher peys tant desiré qui leur fournissèt des occasions de pratiquer les vertus propres de leur estat, heroïquement et frequanment. (MORIN,.2024) "
cher," Notre digne superieure ce voyant arivee dans le lieu que N‹otre› S‹eigneur› luy avèt choisy pour consommer son sacrifice, elle ne s' epargna en rien pour acomplir ces dessains sur elle et sur ces cheres compagnes a qui elle marqua l' anploy qu' ils devois exercer EOS (MORIN,.2027) "
cher," Mais aussy=tost qu' elle santèt un peu de diminusion, elle se levèt pour aller chercher ces chers malades. (MORIN,.2029) "
cher," Ces deux cheres compagnes ne luy aidois guere que dans les veilles de la nuit et aux repas. (MORIN,.2040) "
cher," et toutes en sortirent en peu, excepté Madame d' Ailleboust, veufve du Gouverneur general du Canada, qui estoit pantionnere famme d' une insigne pieté qui ne cherchèt que la solitude pour s' aprocher de plus prets du Seig‹neu›r, avec sa fille de chambre qui avèt les mesme inclinations que sa bonne metresse aupres de qui elle etoit jour et nuit a cause de sa delicatesse et infirmitees, ce qui ne diminuèt en rien les travaux de nos cheres s‹œu›rs, mais leur aidèt a vivre. (MORIN,.2049) "
cher," Vous seré peut estre estonnee, mes cheres s‹œu›rs, que je puisse savoir ces particularitee, (MORIN,.2086) "
cher," 3 - Son detachement des creatures qui luy estois les plus chere. (MORIN,.2091) "
cher," Apres vous avoir fait connestre, mes cheres sœurs, quelque chose de la conduitte que Dieu a tenue sur notre tres honoree sœur et tres chere mere de Bresoles, comme il l' a atiree a luy et gagné son cœur des son enfance, les grans pas et demarches que l' amour luy a fait faire pour segonder ces dessains de graces et de santification sur elle, dans un aage plus advancé que son divin espoux l' a menee dans les solitudes de La Fleche et de Laval, particulierement dans le Canada, afin de parler a son cœur et en recevoir de luy mille caresse, sans y estre occupee de parans, amis et autres creatures, ce qu' elle esprouva tres sansiblement. (MORIN,.2093) "
cher," Je ne diré rien de la pauvreté de ces habits qui etoit telle qu' on aurèt eu peine d' y trouver quelque peu de la premiere estoffe a cause que cela etoit semblable a ces deux cheres compagnes, mes sœurs Macé et Maillet. (MORIN,.2097) "
cher," Je ne diré rien de la pauvreté de ces habits qui etoit telle qu' on aurèt eu peine d' y trouver quelque peu de la premiere estoffe a cause que cela etoit semblable a ces deux cheres compagnes, mes sœurs Macé et Maillet. (MORIN,.2098) "
cher," Je ne cacheré pas isi que notre chere sœur dont je parles a quitté, pandant un tamps, Mons‹ieu›r Souart, notre confesseur, et ce confessèt et dirigèt a un autre uniquement parce qu' il n' aprouvèt ce qu' elle voulèt au fait de la mortification, qui la randois un peu trop singuliere dans la communauté et advançois ces jours. (MORIN,.2099) "
cher," Pour lors, ma chere s‹œu›r de Bresoles crut estre obligee de remercier sa chere tante EOS (MORIN,.2115) "
cher," J' ay deja dit avoir veu une de ces lettres qu' il ecrivèt a Madame d' Ailleboust ou, parlant de cette chere sœur, il dit qu' il la croit une des plus grandes servantes de Dieu qui fut sur la terre presantement. (MORIN,.2118) "
cher," et disoit ordinerement: Ce sont des parolles que tout cela, qui sont obligentes et pleines de bonté de ces cheres s‹œu›rs pour moy que je ne merites pas, (MORIN,.2124) "
cher," Nous la portames dans la chambre commune, bien tristes de voir cette chere mere en cet estat. (MORIN,.2140) "
cher," Il faudrèt un historien plus habille que moy pour dire isi et vous faire connestre, mes tres cheres s‹œu›rs, la douleur que tout le peuple du Canada fit parestre de la perte de cette grande Hosp‹italie›re et vraye servante des pauvres. (MORIN,.2144) "
cher," N‹otre› tres honoree et tres chere mere Macé estoit de la ville de Nantes en Bretagne, de tres honnestes parans. (MORIN,.2149) "
cher," Pour cela il parla fortement a sa chere sœur EOS (MORIN,.2165) "
cher," Mais notre chere postulante ne l' ecousta point, demeurand ferme comme un rocher, quelque bonne reison qu' il luy put dire. Ce qui obligea ce tres cher frere de porter M‹onsieu›r son pere de permettre a sa fille d' aller en Anjou ou elle etoit si fortement attiree. (MORIN,.2167) "
cher," Notre chere postulante ce voiant dans la maison tant desiree de S‹ain›t Joseph, mit la main a l' œuvre EOS (MORIN,.2172) "
cher," Notre tres chere mere et tres honoree sœur Macé a demeuré dans la maison de La Fleche et de Laval environ vingt annee, selon que je le pu remarquer de ce que je luy ay entandu dire plusieurs fois, dans la mesme ferveur pour enbrasser et rechercher avec anpressement les enplois les plus vils et laborieux qui luy tombois toujours en partage, soit p‹ou›r elle seule ou pour aider aux autres, faisant si bien aupres de la sup‹erieu›re qu' elle y etoit la premiere, estant persuadee qu' elle ne pouvèt luy faire un plus grand pleisir. (MORIN,.2180) "
cher," C' est la meillieure disposition, ma chere fille, repliqua le directeur, que celle que vous me declaré EOS (MORIN,.2193) "
cher," Ma chere s‹œu›r Macé fut nommee assistante et pre‹mie›re compagne de ma s‹œu›r Judith de Bresoles qu' ils etablirent sup‹erieu›re, ma s‹œu›r Marie Maillet p‹ou›r troisieme compagne qu' ils nomerent depositere, et ma s‹œu›r Renee Babonneau, domestique, pour quatrieme. (MORIN,.2201) "
cher," Les choses donc ainsy disposee par la divine providance obligeis nos cheres s‹œu›rs de norir des cochons. (MORIN,.2208) "
cher," Notre tres honoree et chere mere Macé avoit de l' estime pour tout le monde. (MORIN,.2227) "
cher," Ces meubles consistois en une table faite a coups de serpe, avec un billot ou celle de bois pour s' asoir. Ce qui fait connestre combien elle estois eloignee de ce prevaloir du bien que M‹onsieu›r Macé, son frere, fesoit a la maison a sa seule consideration, que l'on a cru avoir esté a la somme de 37 a 38 mil livres. Ce qui auroit pu luy meriter le tiltre de fondateur bien justement et atirer a sa chere s‹œu›r plusieurs advantages qui font pleisir a la nature. (MORIN,.2246) "
cher," Je vous lesse a mediter la dessus, mes tres cheres s‹œu›rs, les dessains inpenetrables du Seig‹neu›r a tous les hommes, ‹et›c., pour revenir trouver notre tres chere s‹œu›r Macé, forte et constante, qui consoloit la sup‹erieu›re et toutes ces sœurs, qui estois deja au nombre de 30, sur le pavé du Canada, c' est a dire dans la neige, une partie sans habits, toutes sans vivres et obligee de demander le couvert et du pain qui nous fut donné par une com‹munau›té de filles seculieres qui nous logerent chez elles avec bien de la bonté. (MORIN,.2251) "
cher," Nos cheres hotesse, connessant bien son amour pour la retreite, luy donnerent une petite cellule au bout de leur dortoir ou elle ne voyèt personne et personne aussy ne l' i all‹èt› voir peur de luy faire de la peine. (MORIN,.2254) "
cher," Apres notre retour dans cette chere maison, elle parut d' un contantement et joie tout autre, comptant pour rien d' i estre bien a l' etroit et bien froidement pour l' iver, faisant parestre de la joie de tous les contretamps qui nous ariverent, disant que cela etoit doux chez soy (MORIN,.2257) "
cher," Je n' antreprans pas de vous faire connestre la douleur que nous resantimes toutes au depar de cette tres chere mere que chacune de nous venerèt et regardoit comme une relique vivante. (MORIN,.2262) "
cher," Les os de cette chere et precieuse mere y sont ranfermés avec celles de nos s‹œu›rs qui estois decedee avand elle. (MORIN,.2266) "
cher," et ne l' apellois que leur chere mere, (MORIN,.2292) "
cher," Ces cheres s‹œu›rs avois toutes ces compleisances pour s' acommoder a leur maniere d' agir entre eux afin de les atirer a prier Dieu. (MORIN,.2305) "
cher," Mons‹ieu›r Caille, notre confesseur, qui la connessoit a fond par la confiance entiere qu' elle avoit en luy depuis plusieurs annee, dit a celles de nos s‹œu›rs qui luy demanderent ce qu' il pansoit de la vertu de cette chere sœur, (MORIN,.2346) "
cher," Une des pratiques interieures de cette chere sœur etoit de ce perdre et abismer en Dieu tres souvand. (MORIN,.2349) "
cher," Ma tres honoree et tres chere sœur Le Jumeau estoit de la Ville du Mans. (MORIN,.2361) "
cher," Madame de Milon pria cette chere mere d' avoir pour sa niece tout le soin possible, de ne rien epargner pour sa consolation et ces besoins, luy donna d' avance une somme d' argent sur sa pantion ou autres choses dont sa niece pouroit avoir besoin et de luy faire savoir tout le plus tost si elle venoit a s' annuyer ou estre malade, par le mauveis air de l' hopital, afin qu' elle la vingt querir elle mesme, ne voulant pas qu' elle fut un jour a regret dans sa maison. (MORIN,.2421) "
cher," et luy dit aDieu beignee dans ces larmes, disant que perdant sa chere niece elle perdoit la joie de sa maison et sa consolation particuliere, ‹et›c. (MORIN,.2423) "
cher," Notre chere postulante ce trouva si animee et encouragee a la pratique et aquisition des vertus propres de l' estat qu' elle vouloit enbraser que rien ne luy parut dificille dans ce commansement EOS (MORIN,.2443) "
cher," Messieurs ces parans furent bien rejouis d' aprandre le contantement de notre chere novice, dans la maison de S‹ain›t Joseph, et celuy qu' elle donnèt a ces superieurs et a toute la communauté qui en estoit tres edifiee. (MORIN,.2452) "
cher," et n' i voulut consantir, remerciant sa chere tante de toutes les bontés qu' elle avoit pour elle, l' asurant que Dieu luy fesoit trouver bon la cuisine de la maison, quoy=que diferante de la sienne, et qu' on luy avoit donné jusques la du particulier dans son vivre a cause qu' elle l' avoit voulu, mais qu' elle n' an vouloit plus du tout pour l' advenir, luy demandant en grace de n' an plus parler, (MORIN,.2460) "
cher," Ma chere sœur Le Jumeau n' a pas fait comme bien d' autres font, qui se relaches dans la pratique de la vertu et font les recriee comme si tout etoit fait pour elle quand elles sont sortie du noviciat, meprisant les petites regles et pratiques ordinere par lacheté et basse compleisance pour leurs anvie relachee de leur premiere ferveur ‹et› par leur propre paresse a ce vincre pour aquerir les vertus. (MORIN,.2467) "
cher," Notre chere sœur Le Jumeau fut de ce nombre. (MORIN,.2503) "
cher," Voisy comme elle s' an est expliquee isi plusieurs fois: A mon retour de Baugé, je fut bien estonnee de voir le changement que je trouvé pour le spirituel et ferveur a la pratique de nos s‹ain›tes reigles dans notre chere premiere maison, ce qui me causa une tristesse si grande qu' elle se remarquèt sur mon visage et dans mon esprit abbatu. (MORIN,.2505) "
cher," Je passé plusieurs annee en cet estat qui estoit p‹ou›r moy un petit purgatoire de ne pouvoir parler de mes peines a personne sans crainte d' an avoir de mauveis retours, joint que le relache, ou je voyois cette chere maison ou j' avois veu tant de vertu et d' exatitude a l' opservance, me persèt le cœur de ne pouvoi‹r› aporter aucun remede a ce mal. (MORIN,.2508) "
cher," Aussy=tost que notre chere sœur ut su qu' on se preparoit tout de bon chez nos s‹œu›rs de Laval a prandre les veux solannels, elle pria instanment la superieure de ne ce point opposer qu' elle fit son possible pour estre resue dans cette maison pour y estre Religieuse avec elles, l' asurant qu' elle demandèt cette grace a Dieu depuis qu' elle estoit revenue de Baugé. Ce qui l' etonna un peu en aparance, luy avouant sepandant qu' elle le creioit en son cœur pour bien des reisons, se defandant neanmoins de luy permettre d' aller a Laval pour des reisons d' amitié et d' estime p‹ou›r sa personne, la conjurant de ne point pancer a cela et rester dans sa maison. (MORIN,.2520) "
cher," Notre chere s‹œu›r repondit aux complimens d' honesteté et d' amitié qu' on luy fesoit EOS (MORIN,.2521) "
cher," Tout cela obligea nos cheres sœurs de remercier ce bon seig‹neu›r de l' offre honneste et obligente qu' il leur fesoit, renonsant de bon cœur a l' honneur et au meillieur treitement qu' elles aurois=tu dans ce grand navire pour estre plus soliteires dans celuy du capitenne Poulet, quoy=qu' elles previrent bien y avoir bien des petites peine. (MORIN,.2576) "
cher," Elles eurent de quoy ce contanter, particulierement ma tres chere s‹œu›r Le Jumeau qui estoit naturellement fort delicate. (MORIN,.2578) "
cher," Je vous la lesse a mediter, mes cheres sœur, qui liré cesy a l' advenir, pandant que je viens m' antretenir un peu avec ma tres honoree sœur Le Jumeau. (MORIN,.2589) "
cher," Je n' antreprans pas de dire et vous faire connestre la joie et consolation interieure que gousta ma chere sœur Le Jumeau quand elle ce vit chez nous. (MORIN,.2592) "
cher," Quoy, disoit elle, il est donc vray que me voila dans le Canada et dans la chere maison de S‹ain›t Joseph de Ville Marie avec mes sœurs Bresoles, Macé et Maillet que j' ay tant aimé et desiré leur compagnie! (MORIN,.2593) "
cher," O mes cheres s‹œu›rs, que je vous plains, (MORIN,.2596) "
cher," et sont laxatives de leur natur‹el›. Ce qui pourtant guerit notre chere mourante, (MORIN,.2635) "
cher," car de coutume elle y estoit plus tost que les s‹œu›rs ne fusse levee, excepté ces deux maladie dont je viens de parler et cinq ou six mois avand sa mort que les jambes luy enflerent, de telle sorte qu' on l' obligea par obeysance de demeurer au lit, dans l' infirmerie, jusqu' a la messe de communauté ou on la menoit par dessoubs les bras, ce qui estoit pour elle un petit martire a cause, disoit elle, de l' anbaras qu' elle donnoit a ces cheres infirmieres. (MORIN,.2643) "
cher," Apres la maladie dont je viens de parler, notre tres honoree et chere mere Renee Le Jumeau, aagee de 89 ans, ut encorre un intervalle de santé inesperé a une fille comme elle, d' environ dix huit mois, que sa ferveur et devotion enploya toute a la priere, je veux dire a l' oreison et a l' office du cœur, d' ou elle sortoit peu pandent l' esté, (MORIN,.2646) "
cher," et si elle avoit lieu de creire qu' elle trouverèt bon qu' elle luy en parla, o ma chere sœur, disoit elle, voila un momant precieux p‹ou›r vous, (MORIN,.2713) "
cher," et leur fit revenir l' estime et l' amitié qu' ils avois pour cette parante qui la meritèt au santuple puis=qu' elle ne s' etoit eloignee d' eux que pour s' aprocher de Dieu davantage et luy donner des marques de son amour de preferance a tout ce qu' elle avoit de plus cher au monde. (MORIN,.2749) "
cher," Notre chere mere, qui ce trouvoit hureuse d' estre cachee et inconnue dans le Canada a ce qu' elle pansoit, fut bien estonnee que plusieurs de ces plus proches parans luy ecrivirent, qui se signois comptes, barons, marquis, chevailliers de Malte. (MORIN,.2750) "
cher," Helas, ma chere mere, luy disoit elle, ayés pitié de moy, (MORIN,.2768) "
cher," Vous pouvés, mes tres cheres sœurs qui lisé cesy ou qui l' ecouteré lire, juger en quelle disposition interieure nous estions toutes, particulierement celles qui sont les plus chargee de la maison comme la superieure et premieres officieres, de nous voir a un momand pres de tout perdre ce que le Seigneur nous avès donné, d' estre sur le pavé denuee de tout, au nombre de 30 Filles, et cela faute des secours que nos amis prenois pour eux par des terreurs, paniques et craintes mal fondee. (MORIN,.2799) "
cher," Et se jettant a genoux elle luy fit le sacrifice de ce cher monastere, qui luy avoit cousté tant de peines et de soins a le bastir et qui n' etoit achevé que depuis quatre mois, pour la construction duquel elles avois fait plusieurs deptes qui n' etois pas aquitee, et que cet accidant les reduisoit dans un estat a ne le pouvoir faire de bien des annee et peut estre point du tout, ce qui la touchèt vivement, (MORIN,.2858) "
cher," De notre part, nous les demandions a ces Messieurs avec enpressement, ce qui leur fesoit pleisir, et aussy la constance et generosité de nos cheres sœurs qui n' estois point tristes ni abatue par exces, (MORIN,.2914) "
cher," Je mesure que vous auré de la consolation que je fasse connestre isy aux cheres s‹œu›rs le zelle du bon homme Roy au grand né, que vous connessé. (MORIN,.2931) "
cher," chacque R‹eligieu›se estoit acompagnee d' une de nos cheres hostesse qui marchèt a son cauté d' une maniere toute devote, pour inplorer le secours de cette s‹ain›te et grande Reine qui nous a esté tres favorable. (MORIN,.2953) "
cher," mais dans ces mauvois jours on se trouvèt encorre hureuse de pouvoir hexercer l' hospitalité envers nos chers pauvres dans ce mauvois giste qui n' avoit aucune commodité. (MORIN,.2969) "
cher," Nous randismes nos actions de grace a Dieu toutes ensamble de ce qu' aucune n' avèt pery, ‹et›c., de nous avoir redonné cette chere mere qui nous estoit sy precieuse. (MORIN,.3003) "
cher," je v‹ou›s asure, mes chere sœur, que je vous fasse resouvenir isi ce que j' ay apris de la sup‹erieu›re et des plus anciennes Filles de la maison ou nous estions logee, mesme la digne s‹œu›r Bourgeoys leur fondatrisse, qui est que quand notre monastere brusla, elles fesois actuellement une neuveine de prieres et de veilles pour demander a N‹otre› S‹eigneur› qu' il vingt loger chez elles dans le tres S‹ain›t Sacrement, ce qui leur fut acordé sans delay, ne pansans pas qu' il nous en dub tant couster, (MORIN,.3006) "
cher," mais nos chere hostesse nous inviterent de le dire dans notre chambre commune, qui estoit a peu de chose pres un arche de Noé. (MORIN,.3015) "
cher," Sepandant nos cheres postulantes ne ce degouterent point de tant de peines, qui les animoit davantage en leur s‹ain›te vocation ou elles furent bien esprouvee. (MORIN,.3031) "
cher," Je finis ce petit narré du sacrifice de nos cheres sœurs et de l' ordre qu' on y garda pour reprandre celuy des personnes qui donnerent pour aider a nous rebatir. (MORIN,.3059) "
cher," Les paroisse d' alantour, comme la chere Laprairie de la Madeleine, Longueuil, la Pointe aux Trembles, Boucherville, Repentigny, le Tremblay, le cap Varenne tous ensamble firent environ 150 # que Mons‹ieu›r Dollier et Mons‹ieu›r Juchereau prirent la peine d' aller quester chez eux, comme j' ay deja dit, tout cela en ceux qui purent donner. (MORIN,.3079) "
cher," Messieurs nos superieurs aprouverent les santimens de Mons‹ieu›r le compte, ce qui consola baucoup ma chere s‹œu›r Denis, connessant par se changement de disposition des esprits que Dieu les tournes et fait pancher du cauté qu' il luy plaist, particulierement quand on prans la tres s‹ain›te Vierge pour mediatrisse aupres de luy, dont les demandes sont toujours efficasse. (MORIN,.3117) "
cher," Notre chere econos‹m›e profitant de ce bon momant, areste ces ouvriers pour le reste de l' esté, (MORIN,.3118) "
cher," Tous ces offices a mottier faits nous parurent des palais doré pour la consolation que chacune de nous resantoit de se revoir dans cette chere maison apres neuf mois d' exil, qui leur avoit duré un siecle entier, ‹et›c. (MORIN,.3139) "
cher," Il me samble que nos dispositions interieures estois samblables a celles des enfants d' Israël, quand ils sortirent de l' Egypte, pour la joie et contantemens que nous resantions de retourner chez nous et debarasser nos bonnes et cheres hostesse, qui nous ont baucoup edifié tout le tamps que nous avons esté chez elles. (MORIN,.3144) "
cher," C' est avec bien du pleisir, mes cheres sœurs, que je fais isi quelques remarques sur ce qui ariva, il y a quatre ans, que les Englois firent un segond effort pour se randre maistre du Canada par la force de leurs armes. (MORIN,.3192) "
