SentID,Corpus,LU,Frame,ID,Author,Title,Date,Century,Domain,Genre,Region,Form,Wordcount_Source,Text,Target1Start,Target1End,Target2Start,Target2End,Target3Start,Target3End
2359,Frantext,aveu,Reveal_secret,preuvesl,"Jaurès, Jean, 1859-1914.",Les preuves,1898,19th,,traite,,,100091,"Les aveux de Dreyfus , c’ est l’ argument principal de M . Cavaignac .",4,8,,,,
2360,Frantext,aveu,Reveal_secret,JoPoe,"Vigny, Alfred de, 1797-1863.",Le journal d'un poète,1863,19th,,memoires,,prose,152357,"Je voyais passer , en l’ entendant , ces belles princesses aux yeux baissés et aux longues robes traînantes , se tenant droites et recevant des aveux d’ amour avec réserve .",144,148,,,,
2361,Frantext,aveu,Reveal_secret,Swann,"Proust, Marcel, 1871-1922.",Du côté de chez Swann,1913,20th,,roman,,prose,181434,"D’ ailleurs ses aveux même , quand elle lui en faisait , de fautes qu’ elle le supposait avoir découvertes , servaient plutôt pour Swann de point de départ à de nouveaux doutes qu’ ils ne mettaient un terme aux anciens .",16,20,,,,
2362,Frantext,aveu,Reveal_secret,weil_Enracinement,"Weil, Simone, 1909-1943.",L'enracinement,1949,20th,,traite,,,96046,"Les égards envers autrui , l’ aveu des torts propres , la modestie , la limitation volontaire des désirs , deviennent dans ce domaine des crimes , des sacrilèges .",30,33,,,,
2363,Frantext,aveu,Reveal_secret,VeriteAffaireRomaine,"Vaudet, Charles.",La vérité sur la question romaine.,1930,20th,,traite,,,61629,"L’ aveu en fut fait d’ ailleurs plus tard à l’ Assemblée de Versailles par le prince Bonaparte , cousin de Napoléon III , qui représentait aux Tuileries l’ élément anticlérical et participait , en compagnie de Sainte - Beuve et d’ autres illustrations de l’ époque , au banquet annuel du Vendredi dit sain .",3,6,,,,
2364,Frantext,aveu,Reveal_secret,AmRev*,"Béguin, Albert, 1898-1957.",L'âme romantique et le rêve,1939,20th,,traite ou essai,,prose,191397,"Autant Arnim écarte de son oeuvre tout aveu qui trahirait le secret de sa vie , autant son ami éprouve , de la jeunesse à ses dernières années , le besoin de la confession .",39,42,,,,
2365,Frantext,aveu,Reveal_secret,Epith*,"Chardonne, Jacques, 1884-1968.",L'épithalame,1921,20th,,roman,,prose,92220,"Sans cet aveu stupide , qui nous a perdus , nous serions très heureux .",9,12,,,,
2366,Frantext,aveu,Reveal_secret,weil_Enracinement,"Weil, Simone, 1909-1943.",L'enracinement,1949,20th,,traite,,,96046,"Il y a eu à ce sujet , en Allemagne , des aveux officiels , formels , maintes fois répétés .",42,46,,,,
2367,Frantext,aveu,Reveal_secret,ActSu*,"Bourget, Paul, 1852-1935.",Nos actes nous suivent,1926,20th,,roman,,prose,112998,"nous avons eu , elle et moi , aujourd’ hu une conversation plus intime où elle m’ a longuement parlé de vous et de votre pitié après son aveu dans le petit jardin des invalides . ",137,140,,,,
2368,Frantext,aveu,Reveal_secret,Jou39*,"Gide, André, 1869-1951.","Journal, 1889-1939",1939,20th,,memoires,,prose,484035,"Tous les sévices ( nous l’ apprenons ensuite ) ont été commis par un garde ( ? ) Indigène qui l’ accompagnait et qui , sous ses ordres , a mis aux fers les délinquants ( y compris le vénérable chef de village ) et les a roués de coups pour obtenir d’ eux des aveux .",259,263,,,,
2369,Frantext,aveu,Reveal_secret,JeJa2*,"Guéhenno, Jean, 1890-1978.","Jean-Jacques. T. 2. Roman et verité, 1750-1758",1950,20th,,traite ou essai,,prose,70913,"Je ne peux croire , pour moi , qu’ il ait eu dès l’ abord l’ hypocrisie de sermonner Mme D’ Houdetot sur l’ adultère ( comme il s’ en accusa plus tard dans une lettre à Saint - Lambert , pour se dispenser d’ un plus ignoble aveu ) , mais comme il lui avait lu les déclarations et les plaintes de Saint - Preux , il put lui lire les lettres édifiantes de Julie , assez conscient du trouble , de l’ incertitude qu’ elle provoqueraient .",224,227,,,,
2370,Frantext,aveu,Reveal_secret,RevBo*,"Drieu La Rochelle, Pierre, 1893-1945.",Réveuse bourgeoisie,1937,20th,,roman,,prose,112688,Le Loreur prit l’ air accablé de quelqu’ un à qui on arrache un aveu .,64,67,,,,
2371,Frantext,aveu,Reveal_secret,MoVic*,"Daniel-Rops, Henri, 1901-1965.","Mort, où est ta victoire?",1934,20th,,roman,,prose,173036,"Sans doute , une protestation instinctive contre cette peur répugnante , cet égoïsme plus répugnant encore , dont il faisait ainsi l’ aveu .",134,137,,,,
2372,Frantext,aveu,Reveal_secret,SolSa*,"Bernanos, Georges, 1888-1948.",Sous le soleil de Satan,1926,20th,,roman,,prose,97216," Tant de choses qui ne s’ écrivent pas , qui se disent à peine , dont on s’ arrache l’ aveu , comme d’ une plaie refermée - tant de choses!",87,90,,,,
2373,Frantext,aveu,Reveal_secret,AmRev*,"Béguin, Albert, 1898-1957.",L'âme romantique et le rêve,1939,20th,,traite ou essai,,prose,191397,"Nodier disait un jour que ses préfaces et ses romans formaient ensemble "" une sorte de roman de sa vie "" ; il eût pu y ajouter plusieurs de ses essais théoriques , qui ne sont jamais que les aveux de son aventure personnelle .",191,195,,,,
2374,Frantext,aveu,Reveal_secret,BlochCaracteresT1SansPl,"Bloch, Marc Léopold Benjamin, 1886-1944.",Les caractères originaux de l'Histoire rurale française,1931,20th,,traite,,,111230,"Je suis arrivé ici à un de ces aveux d’ ignorance , — invitation , en même temps à poursuivre une enquête , d’ où dépend l’ intelligence d’ un des trois ou quatre phénomènes capitaux de notre histoire rurale .",31,35,,,,
2375,Frantext,aveu,Reveal_secret,Surnaturel,"Levy-Bruhl, Lucien, 1857-1939.",Le surnaturel et la nature dans la mentalité primitive,1931,20th,,traite,,,168073,On comprend maintenant pourquoi il faut absolument obtenir les aveux du sorcier .,63,67,,,,
2376,Frantext,aveu,Reveal_secret,JauresDiscoursParlT1,"Jaurès, Jean, 1859-1914.",Discours parlementaires,1904,20th,,traite,,,301388,"J’ ai lu jusqu’ au bout , et je constate d’ abord que de son propre aveu , tandis que l’ abandon de cette créance de 13 500 000 francs dont je parlais tout à l’ heure est définitif , certain , sans condition , tandis qu’ il est établi que même si les recettes de la compagnie des chemins de fer du Sud de la France , pendant les quatre - vingts ans de concession qui restent à courir , le permettaient , vous ne réclameriez pas le remboursement de cette créance ; ",68,71,,,,
2377,Frantext,aveu,Reveal_secret,Corre*,"Montesquieu, Charles de Secondat, baron de, 1689-1755.",Correspondance de Montesquieu,1755,20th,,correspondance,,prose,111275,"Dès qu’ ils se sentent en présence d’ un croyant sincère et qu’ ils ont pu surmonter leur timidité , on s’ aperçoit , par les aveux que les gens vous font , que la privation de Dieu est , pour un nombre très grand de personnes qu’ on croyait indifférentes , une cause de profondes souffrances .",126,130,,,,
2378,Frantext,aveu,Reveal_secret,feydeau4.8,"Feydeau, Georges, 1862-1921.",Cent millions qui tombent,1911,20th,,theatre,,,22608,"Et alors ce cri du coeur , cet aveu échappé d’ un désir contenu .",31,34,,,,
2379,Frantext,aveu,Reveal_secret,le_socialisme,"Durkheim, Emile, 1858-1917.",Le socialisme (1928),1928,20th,,traite,,,104915,"Aussi , c’ est sans rougir que je puis faire l’ aveu de ma misère , et demander les secours nécessaires pour me mettre en état de continuer mon oeuvre .",48,51,,,,
2380,Frantext,aveu,Reveal_secret,Sauva*,"Anouilh, Jean, 1910-1987.",La sauvage,1938,20th,,theatre,,prose,29510,"Au fond , fillette , je te dois un aveu .",35,38,,,,
2381,Frantext,avouer,Reveal_secret,valois.memoires,"Marguerite, Queen, consort of Henry IV, King of France, 1553-1615.",Mémoires de Marguerite de Valois,1586,16th,,memoires,,,49150,"Il s’ en défendit de cette façon ; mais enfin Le Guast persistant toujours à pousser le roi , et jusqu’ à lui faire dire au roi mon mari qu’ il ne l’ aimerait jamais si dès le lendemain il ne m’ avait ôté Thorigny , il fut contraint à son grand regret , comme depuis il me l’ a avoué , de m’ en prier et me le commander . ",278,282,,,,
2382,Frantext,avouer,Reveal_secret,valois.memoires,"Marguerite, Queen, consort of Henry IV, King of France, 1553-1615.",Mémoires de Marguerite de Valois,1586,16th,,memoires,,,49150,"La reine répond que les choses faites , Dieu même ne pourrait faire qu’ elles ne fussent ; mais que l’ on rhabillerait le désordre qui avait été à sa prise , en faisant sa délivrance avec tout l’ honneur et satisfaction qu’ il pourrait désirer ; qu’ aussi il fallait qu’ il contentât le roi en tout , lui parlant avec tel respect et avec telle affection à son service qu’ il en demeurât content ; et qu’ il fit outre cela que Bussy et Quélus s’ accordassent de sorte qu’ il ne restât rien qui les pût brouiller : avouant bien que le principal motif qui avait produit ce mauvais conseil et ces mauvais effets , avait été la crainte que l’ on avait eu du combat que le vieux Bussy , digne père d’ un si digne fils , avait demandé , suppliant le roi trouver bon qu’ il secondât son fils le brave Bussy , et que M . de Quélus fut secondé du sien ; qu’ eux quatre finiraient cette querelle , sans brouiller la cour comme elle avait été par cette querelle , ni mettre tant de gens en peine .",513,519,,,,
2383,Frantext,avouer,Reveal_secret,valois.memoires,"Marguerite, Queen, consort of Henry IV, King of France, 1553-1615.",Mémoires de Marguerite de Valois,1586,16th,,memoires,,,49150,"Ma mie , je vous ai celé une chose qu’ il faut que je vous avoue . ",59,63,,,,
2384,Frantext,avouer,Reveal_secret,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"Ce conseil desesperé et si peu philosophique ne represente autre chose , si non que l’ humaine sciance ne se peut maintenir que par raison des - raisonnable , folle et forcenée ; mais qu’ encore vaut il mieux que l’ homme , pour se faire valoir , s’ en serve et de tout autre remede , tant fantastique soit il , que d’ avouer sa necessaire bestise : verité si desavantageuse’ Il ne peut fuir que les sens ne soient les souverains maistres de sa cognoissance ; mais ils sont incertains et falsibliables à toutes circonstances .",319,324,,,,
2385,Frantext,avouer,Reveal_secret,MdNv:Hept,"Marguerite, Queen, consort of Henry II, King of Navarre, 1492-1549.",L'Heptaméron,1559,16th,,roman,,,182112,"Et , durant qu’ il le tenoit prisonnier suscita deux tesmoings , lesquels ignoramment signerent ce que monsieur de Sainct - Martin leur commanda : c’ estoit qu’ ilz avoient veu dedans ung jardin le dict confesseur avecq seur Marie en acte villain et deshonneste ; ce qu’ il voulut faire advouer au viel religieux .",287,293,,,,
2386,Frantext,avouer,Reveal_secret,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"Pour achever de dire mes foibles humeurs , j’ advoue qu’ en voyageant je n’ arrive gueres en logis où il ne me passe par la fantasie si j’ y pourray estre et malade et mourant à mon aise .",46,51,,,,
2387,Frantext,avouer,Reveal_secret,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"Socrates advouoit à ceux qui reconnoissoient en sa physionomie quelque inclination au vice , que c’ estoit à la verité sa propension naturelle , mais qu’ il avoit corrigée par discipline .",9,16,,,,
2388,Frantext,avouer,Reveal_secret,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"Ceux mesme d’ entre nous qui ont essayé d’ en venir à bout ont assez avoué quelle difficulté ou plustost impossibilité il y avoit , usant de remedes materiels , à mater , affoiblir et refroidir le corps",69,73,,,,
2389,Frantext,avouer,Reveal_secret,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"Il est certaine façon d’ humilité subtile qui naist de la presomption , comme cette - cy , que nous reconnoissons nostre ignorance en plusieurs choses , et sommes si courtois d’ avouer qu’ il y a és ouvrages de nature aucunes qualitez et conditions qui nous sont imperceptibles , et des quelles nostre suffisance ne peut descouvrir les moyens et les causes .",178,183,,,,
2390,Frantext,avouer,Reveal_secret,MdNv:Hept,"Marguerite, Queen, consort of Henry II, King of Navarre, 1492-1549.",L'Heptaméron,1559,16th,,roman,,,182112,"Toutesfois , ma dame , en quelque sorte que ce soit , j’ advoue le tort estre mien ; car , combien qu’ elle debvroit aymer tous voz bons serviteurs , la fortune veult que , moy seul plus affectionné , soys mis hors de sa bonne grace .",57,62,,,,
2391,Frantext,avouer,Reveal_secret,MdNv:Hept,"Marguerite, Queen, consort of Henry II, King of Navarre, 1492-1549.",L'Heptaméron,1559,16th,,roman,,,182112,"""en bonne foy , dist Ennasuitte , j’ advoue ceste dame du tort qu’ elle a faict ; car , puisque ung homme est aymé d’ une dame et la laisse pour une aultre , ne s’ en peut trop venger .",37,42,,,,
2392,Frantext,avouer,Reveal_secret,valois.memoires,"Marguerite, Queen, consort of Henry IV, King of France, 1553-1615.",Mémoires de Marguerite de Valois,1586,16th,,memoires,,,49150,"De ces divins avertissements je ne me veux estimer digne ; toutefois , pour ne me taire comme ingrate des grâces que j’ ai eues de Dieu que je dois et veux confesser toute ma vie , pour lui en rendre grâces , et que chacun le loue aux merveilles des effets de sa puissance , bonté et miséricorde , qu’ il lui a plu de faire en moi , j’ avouerai n’ avoir jamais été proche de quelques remarquables accidents , ou sinistres ou heureux , que je n’ en aie eu quelque avertissement , ou en songe ou autrement ; et puis bien dire ce vers : De mon bien ou mon mal mon esprit m’ est oracle .",336,343,,,,
2393,Frantext,avouer,Reveal_secret,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"Mais , du jour à la journée croissant l’ occasion de ce soupçon et en fin jusques à l’ evidence , ell’ en vint là de faire declarer au prosne de son eglise que , qui seroit consent de ce faict en le advouant , elle promettoit de le luy pardonner , et , s’ il le trouvoit bon , de l’ espouser .",199,206,,,,
2394,Frantext,avouer,Reveal_secret,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"J’ advoue la verité lorsqu’ elle me nuit , de mesme que si elle me sert .",3,8,,,,
2395,Frantext,avouer,Reveal_secret,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"Sur ce poinct , les juges sont advertis par les officiers d’ une court subalterne voisine , qu’ ils tiennent quelques prisonniers , lesquels advouent disertement cet homicide , et apportent à tout ce faict une lumiere indubitable .",141,148,,,,
2396,Frantext,avouer,Reveal_secret,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"Il se contente de se garentir seulement du trouble et du desreiglement ; quant à sa foiblesse , il la reconnoit et advoue volontiers .",115,120,,,,
2397,Frantext,avouer,Reveal_secret,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"Il est certain : je l’ advoue ; et sçay bien que , pour voir un homme de la commune façon , à peine qu’ un artisan leve les yeux de sa besongne , là où , pour voir un personnage grand et signalé arriver en une ville , les ouvroirs et les boutiques s’ abandonnent .",23,31,,,,
2398,Frantext,avouer,Reveal_secret,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"A la verité , et ne crains point de l’ advouer , je porterois facilement au besoing une chandelle à Saint Michel , l’ autre à son serpent , suivant le dessein de la vieille .",39,45,,,,
2399,Frantext,avouer,Reveal_secret,Astr4,"Urfé, Honoré d', 1567-1625.",L'Astrée. T. 4,1624,17th,,roman,,prose,360162,"Et toutesfois ce seroit peu de chose , si seulement ces trois ennemis ne m’ avoient donné que ce suject de les hair , mais oyez encore , je vous supplie , ce que la fortune me prepara , et je m’ assure que vous avouerez que la haine que je porte à ce perfide animal que l’ on appelle homme est fondée sur une tres - juste raison .",211,218,,,,
2400,Frantext,avouer,Reveal_secret,CoFie,"Retz, Jean François Paul de Gondi de, 1613-1679.",Conjuration Comte de Fiesque,1665,17th,,traite ou essai,,prose,18916,"Les politiques ont repris cette conduite de peu de jugement , suivant en ceci la règle générale , qui veut que l’ on ne fasse jamais la moindre démonstration de colère contre ceux que l’ on hait , que dans le moment que l’ on porte le coup pour les abattre ; mais s’ il a manqué de prudence dans cette occasion , il faut avouer que c’ est une faute ordinaire aux grands courages , que le mépris irrite trop violemment pour leur donner le temps de consulter leur raison et de se rendre maîtres d’ eux - mêmes .",321,326,,,,
2401,Frantext,avouer,Reveal_secret,Astr1,"Urfé, Honoré d', 1567-1625.",L'Astrée. T. 1,1607,17th,,roman,,prose,210308,"Mais ce qui me retire de vous , il faut par force advouer que c’ est vostre mal - heur , qui ne vous veut continuer plus long - temps le plaisir de nostre amitié , ou bien ma bonne fortune , qui ne me veut d’ avantage arrester à si peu de chose .",50,56,,,,
2402,Frantext,avouer,Reveal_secret,CPPJC,"Bayle, Pierre, 1647-1706.",Commentaire philosophique sur ces paroles de Jésus-Christ,1686,17th,,traite ou essai,,prose,125224,"On doit être donc moins choqué de cela , que de voir que l’ un veuille tenailler et torturer l’ autre , jusques à ce qu’ il avouë qu’ il voit ce que l’ autre voit , et s’ il ne l’ avouë pas , qu’ on le jette au feu .",180,184,,,,
2403,Frantext,avouer,Reveal_secret,ChaBl,"Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",La chatte blanche,1698,17th,,roman,,prose,15351,"Aimable blanchette , lui dit - il , je vous avoue que je suis si pénétré de vos bontés , que si vous y vouliez consentir , je préférerois de passer ma vie avec vous , à toutes les grandeurs que j’ ai lieu de me promettre ailleurs .",44,48,,,,
2404,Frantext,avouer,Reveal_secret,Astr3,"Urfé, Honoré d', 1567-1625.",L'Astrée. T. 3,1619,17th,,roman,,prose,304708,"J’ avoue que je demeuray estonnée de le voir , sans rougir , me parler avec la mesme confidence et avec les mesmes paroles qu’ auparavant .",3,7,,,,
2405,Frantext,avouer,Reveal_secret,Sicln,"Molière, 1622-1673.","Le Sicilien, ou, L'amour peintre: comédie",1668,17th,,theatre,,,5670,"Pour moi , je vous l’ avoue , si j’ étois galant d’ une femme qui fût au pouvoir de quelqu’ un , je mettrois toute mon étude à rendre ce quelqu’ un jaloux , et l’ obliger à veiller nuit et jour celle que je voudrois gagner .",22,26,,,,
2406,Frantext,avouer,Reveal_secret,TiBrn,"Corneille, Pierre, 1606-1684.",Tite et Bérénice,1671,17th,,theatre,,,16894,"Vous m’ avez commandé de quitter qui me quitte , vous le savez , madame ; et si c’ est vous trahir , vous m’ avouerez aussi que c’ est vous obéir .",109,116,,,,
2407,Frantext,avouer,Reveal_secret,EsEmL,"Cyrano de Bergerac, 1619-1655.",Estats et Empires de la Lune,1655,17th,,roman,,prose,39659,J’ advoue que ce paradoxe me sembla si extravagant que je ne pûs m’ empescher d’ en rire .,3,8,,,,
2408,Frantext,avouer,Reveal_secret,Astr4,"Urfé, Honoré d', 1567-1625.",L'Astrée. T. 4,1624,17th,,roman,,prose,360162,"J’ avoue , respondit en fin Lydias , que je suis non seulement muet , mais le plus hebeté de tous les hommes , ne sçachant entendre ce que vous me dites ; ",3,7,,,,
2409,Frantext,avouer,Reveal_secret,aulnc13,"Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",Princesse Printanière (La),1697,17th,,"Narratif, Conte",,,8403,"Je viens , dit - elle , vous avouer ce qui est arrivé .",29,34,,,,
2410,Frantext,avouer,Reveal_secret,NuMom,"Crébillon, Claude-Prosper Jolyot de, 1707-1777.",La nuit et le moment,1755,18th,,roman,,prose,32859,"Il ne me paroît pas extraordinaire que vous l’ y aiez trouvé de trop : mais je vous avoue que je ne vois pas pourquoi , s’ il n’ y eût pas été , ce souper auroit été si agréable pour vous?",84,88,,,,
2411,Frantext,avouer,Reveal_secret,HiGen,"Voltaire, 1694-1778.",Essay sur l'hist. génèrale / Voltaire.,1756,18th,,traite ou essai,,prose,371791,"Il faut avouer qu’ en général le clergé a été corrigé par les protestans , comme un rival devient plus circonspect par la jalousie surveillante de son rival .",8,13,,,,
2412,Frantext,avouer,Reveal_secret,Gouve,"La Chaussée, Nivelle de, 1692-1754.",La gouvernante: comédie en vers et en cinq actes,1747,18th,,theatre (verse),,vers,16867,Je dois vous avouer que mon coeur révolté sur mes réflexions l’ a toujours emporté ; ,13,18,,,,
2413,Frantext,avouer,Reveal_secret,Helvi,"Barruel, Abbé Augustin, 1741-1820.",Les helviennes,1781,18th,,traite ou essai,,prose,331511,"Depuis que je connais un certain manchot qui fait des livres , j’ avoue que je pencherais un peu à croire qu’ il y a peut - être quelque autre différence entre un tigre et notre sage .",66,70,,,,
2414,Frantext,avouer,Reveal_secret,PoeFr,"Marmontel, Jean François, 1723-1799.",Poétique françoise,1763,18th,,melanges litteraires,,prose,160901,"J’ avoue qu’ elle a des équivoques inévitables , et qui veut chicaner en trouve mille dans l’ ouvrage le mieux écrit .",3,7,,,,
2415,Frantext,avouer,Reveal_secret,HisJe,"Linguet, Simon Nicolas Henri, 1736-1794.",Histoire impartiale des Jésuites: depuis leur établissement jusqu'à leur preimiere expulsion,1768,18th,,traite ou essai,,prose,119167,"Il ne prétendait pourtant pas , comme s Pacôme , l’ avoir reçue de la main d’ un ange : mais il faut avouer qu’ elle était plus douce , plus humaine , et , s’ il est permis de le dire , plus raisonnable qu’ aucune de celles qui l’ avaient précédée dans les autres parties du monde .",101,106,,,,
2416,Frantext,avouer,Reveal_secret,SupAm,"Marivaux, Pierre Carlet de Chamblain de, 1688-1763.",La surprise de l'amour,1723,18th,,theatre,,prose,18055,"Vous savez que Monsieur Lélio fuit les femmes ; cela posé , examinons ce qu’ il vous dit : vous ne m’ aimez pas , madame , j’ en suis convaincu , et je vous avouerai que cette conviction m’ est absolument nécessaire ; c’ est - à - dire : pour rester où vous êtes , j’ ai besoin d’ être certain que vous ne m’ aimez pas , sans quoi je décamperais .",157,164,,,,
2417,Frantext,avouer,Reveal_secret,Nanin,"Voltaire, 1694-1778.",Nanine,1749,18th,,theatre (verse),,vers,11433,"Non , monsieur , non ; sa bonté respectable jamais pour moi ne fut si favorable ; et j’ avouerai qu’ ici tout m’ attendrit .",88,96,,,,
2418,Frantext,avouer,Reveal_secret,LetJu,"Argens, Jean-Baptiste de Boyer, marquis d', 1704-1771.",Lettres juives,1738,18th,,melanges litteraires,,prose,427095,"Il faut avouër , que , pendant un tems , les nazaréens ont bien prodigué ce titre , et l’ ont accordé à des génies très médiocres .",8,13,,,,
2419,Frantext,avouer,Reveal_secret,LetJu,"Argens, Jean-Baptiste de Boyer, marquis d', 1704-1771.",Lettres juives,1738,18th,,melanges litteraires,,prose,427095,"Quoi qu’ on puisse répondre à ces objections , mon cher Isaac , et qu’ elles ne soient point entiérement convaincantes , il faut avouër , qu’ elles méritent du moins qu’ on les éxamine avec beaucoup d’ attention .",129,134,,,,
2420,Frantext,avouer,Reveal_secret,EprSe,"Arnaud, François-Thomas-Marie de Baculard d', 1718-1805.",Épreuves du sentiment,1772,18th,,roman,,prose,220102,"J’ ai pu trahir la candeur , la vérité , la sainteté de la nature , l’ amour le plus tendre ... j’ avouerai tout , je réparerai tout ; ",99,106,,,,
2421,Frantext,avouer,Reveal_secret,dumnr25,"Dumas, Alexandre (père), 1802-1870.",Olympe de Clèves,1851,19th,,"Narratif, Roman",,,260354,"Madame , je ne me permettrais pas de vous interroger , et ne vous demande point , en conséquence , de rien avouer .",107,112,,,,
2422,Frantext,avouer,Reveal_secret,tristan.tour1,"Tristan, Flora, 1803-1844.","Le tour de France: État actuel de la classe ouvrière sous l'aspect moral, intellectuel et matériel I",1843,19th,,recit de voyage,,,66123,"Entre nous nous pouvons avouer nos défauts , mais nous ne devons pas souffrir que des étrangers viennent nous morigéner - au contraire nous devons les cacher aux yeux des bourgeois ; et nous ne devons pas imprimer dans un journal d’ ouvriers et rédigé , par des ouvriers les vérités dures et effrayantes que Mme Flora vient nous jeter à la face .",24,29,,,,
2423,Frantext,avouer,Reveal_secret,dumnr09,"Dumas, Alexandre (père), 1802-1870.",Fernande,1844,19th,,"Narratif, Roman",,,119906,"Il y a quelque passion bien profonde et bien malheureuse sous votre sourire ; quelque infidélité et un homme que vous aimez , quelque rupture , n’ est - il pas vrai? Avouez - moi cela ; voyons , je vous en supplie .",166,172,,,,
2424,Frantext,avouer,Reveal_secret,dumnr26,"Dumas, Alexandre (père), 1802-1870.",Comtesse de Charny (La),1852,19th,,"Narratif, Roman",,,547593,"Je sais que vous en avez une peur mortelle , de ce Pitt ; je sais que vous avouez , madame , que vous ne parlez pas de lui sans avoir la petite mort .",75,80,,,,
2425,Frantext,avouer,Reveal_secret,dumnr10,"Dumas, Alexandre (père), 1802-1870.",Trois Mousquetaires (Les),1844,19th,,"Narratif, Roman",,,240601,"Voilà pourquoi , je vous l’ avoue , je voudrais repartir le plus tôt possible .",28,32,,,,
2426,Frantext,avouer,Reveal_secret,Route,"Huysmans, J.-K. (Joris-Karl), 1848-1907.",En route,1895,19th,,roman,,prose,124595,"Quand vous verrez des hommes qui , après avoir tout abandonné pour servir Dieu , mènent une vie de privations et de pénitence telle qu’ aucun gouvernement n’ oserait l’ infliger à ses forçats , vous serez bien obligé de vous avouer que vous n’ êtes pas grand’ chose à côté d’ eux!",225,230,,,,
2427,Frantext,avouer,Reveal_secret,AbMou,"Zola, Emile, 1840-1902.",La faute de l'abbé Mouret,1875,19th,,roman,,prose,124055,"Ils n’ avouaient pas leur curiosité , ils se poursuivaient au milieu des planchers crevés et des cloisons renversées ; mais , à la vérité , ils ne songeaient qu’ aux légendes de ces ruines , à cette dame plus belle que le jour , qui avait traîné sa jupe de soie sur ces marches , où les lézards seuls aujourd’ hui se promenaient paresseusement .",7,16,,,,
2428,Frantext,avouer,Reveal_secret,PRoy5,"Sainte-Beuve, Charles Augustin, 1804-1869.",Port-Royal T. 5,1859,19th,,traite ou essai,,prose,131858,"Du Guet avait donc , croyait avoir sa clef particulière de l’ écriture , l’ intelligence directe des figures et des prophéties , eu égard aux événements mêmes dont il était témoin ; et tandis que Bossuet dans la conversation , souvent citée , qu’ il avait eue avec lui , avait bien conçu , dit - on , le plan de la conversion des juifs et y était entré , mais avouait n’ en pas savoir le quomodo ( ce qui était fort sage ) et ne pensait pas que , pour en venir à cette conversion , il dût nécessairement arriver de grands maux dans l’ église , Du Guet se tenait pour assuré que ce retour , selon lui assez prochain , serait précédé de grands maux , de grands égarements , et que ces maux n’ étaient autres que ceux qui éclataient visiblement alors et se déroulaient coup sur coup , par la destruction de port - royal , la persécution des défenseurs de la grâce , la proscription de la vraie doctrine chrétienne dans la bulle unigenitus .",360,367,,,,
2429,Frantext,avouer,Reveal_secret,HiVie,"Sand, George, 1804-1876.",Histoire de ma vie,1855,19th,,memoires,,prose,490251,"J’ avoue que les questions étaient quelquefois si compliquées ou si singulièrement posées , que j’ en étais abasourdie et que mon premier mouvement était de répondre de bonne foi : ""je ne sais pas .""",3,7,,,,
2430,Frantext,avouer,Reveal_secret,Roca1,"Ponson du Terrail, 1829-1871.",L'héritage mystérieux.,1859,19th,,roman,,prose,189440,"Sir Williams arrivait tous les soirs , vers sept ou huit heures , et ne s’ en allait qu’ à onze ; et chaque fois qu’ il partait , il semblait à Hermine qu’ il avait voulu lui avouer son amour , et ne l’ avait osé .",175,180,,,,
2431,Frantext,avouer,Reveal_secret,MichelLaCommune,"Michel, Louise, 1830-1905.",La Commune,1898,19th,,traite,,,121053,"Les adversaires de la Commune avouent aujourd’ hui que la Commune , osant se servir pour la cause commune de ces trésors qui étaient à tous , eût triomphé .",30,36,,,,
2432,Frantext,avouer,Reveal_secret,dumnr18,"Dumas, Alexandre (père), 1802-1870.",Quarante-Cinq (Les),1847,19th,,"Narratif, Roman",,,255364,J’ avouerai ce que tu voudras .,3,10,,,,
2433,Frantext,avouer,Reveal_secret,Jour2,"Goncourt, Edmond de, 1822-1896: Goncourt, Jules de, 1830-1870.","Journal. T. 2, 1864-1878",1878,19th,,memoires,,prose,428542,"car elle travaille là sous l’ oeil de son mari et de son amant , - oui , du juge Grébant , qui couche avec elle depuis cinq mois . Pris de jalousie , il vient de l’ avouer dans la journée à Marin , qui lui dit ne lui faire la cour que pour dissimuler et cacher sa liaison avec la N ... vous le voyez , la partie , comme drame balzacien , ne manque pas d’ intérêt .",165,170,,,,
